Image,Question,Answer,,,,,
Image_1131.jpg,Does she exhibit relaxation while drinking?,"Yes, she exhibits relaxation.",,,,,
Image_1149.jpg,Does she engage in drinking milk?,"Yes, she drinks milk.",,,,,
Image_1149.jpg,What emotion does she display while drinking?,She displays cheerful satisfaction.,,,,,
Image_1159.jpg,Can he be seen making a phone call?,"Yes, he makes a phone call.",,,,,
Image_1159.jpg,How does he appear emotionally while calling?,He appears engaged and content.,,,,,
Image_1180.jpg,What activity does he undertake with a drink?,He drinks whiskey at a bar.,,,,,
Image_1180.jpg,Does he exhibit calmness while drinking?,"Yes, he exhibits calmness.",,,,,
Image_1216.jpg,In what manner is he using headphones?,He listens with headphones outdoors.,,,,,
Image_1216.jpg,How strongly does he convey relaxation?,He conveys relaxation softly.,,,,,
Image_1222.jpg,What task is he completing with a glass?,He drinks water from a glass.,,,,,
Image_1222.jpg,Does he exhibit refreshment while drinking?,"Yes, he exhibits refreshment.",,,,,
Image_1232.jpg,Does she engage in drinking lemonade?,"Yes, she drinks lemonade.",,,,,
Image_1232.jpg,In what way does she reflect satisfaction?,She reflects satisfaction happily.,,,,,
Image_1239.jpg,What activity does she undertake with a laptop?,She uses a laptop indoors.,,,,,
Image_1239.jpg,Does she exhibit focus while using?,"Yes, she exhibits focus.",,,,,
Image_1244.jpg,What activity does she undertake with soup?,She eats soup with a spoon.,,,,,
Image_1244.jpg,How strongly does she convey contentment?,She conveys contentment warmly.,,,,,
Image_1247.jpg,In what manner is she using a cup?,She drinks tea with a robe.,,,,,
Image_1247.jpg,Does she exhibit relaxation while drinking?,"Yes, she exhibits relaxation.",,,,,
Image_1256.jpg,Is she performing listening with headphones?,"Yes, she listens with headphones.",,,,,
Image_1256.jpg,In what way does she reflect boredom?,She reflects boredom lazily.,,,,,
Image_1259.jpg,What task is she completing with a laptop?,She uses a laptop indoors.,,,,,
Image_1259.jpg,How does she appear emotionally while using?,She appears happy and engaged.,,,,,
Image_1278.jpg,What activity does he undertake with headphones?,He listens with headphones while working.,,,,,
Image_1278.jpg,How strongly does he convey relaxation?,He conveys relaxation deeply.,,,,,
Image_1285.jpg,What activity does he undertake with a laptop?,He uses a laptop indoors.,,,,,
Image_1285.jpg,Does he exhibit happiness while using?,"Yes, he exhibits happiness.",,,,,
Image_1286.jpg,In what manner is she using a phone?,She uses a phone outdoors.,,,,,
Image_1286.jpg,Does she exhibit curiosity while using?,"Yes, she exhibits curiosity.",,,,,
Image_1291.jpg,What activity does he undertake with a phone?,He gestures with a phone.,,,,,
Image_1291.jpg,How does he appear emotionally while gesturing?,He appears excited and joyful.,,,,,
Image_1300.jpg,Can he be seen making a phone call?,"Yes, he makes a phone call.",,,,,
Image_1300.jpg,In what way does he reflect happiness?,He reflects happiness brightly.,,,,,
Image_1303.jpg,Is he performing listening with headphones?,"Yes, he listens with headphones.",,,,,
Image_1303.jpg,In what way does he reflect relaxation?,He reflects relaxation comfortably.,,,,,
Image_1307.jpg,What is he doing?,He listens to music through the speakers.,,,,,
Image_1307.jpg,How strongly does he convey curiosity?,He conveys curiosity intently.,,,,,
Image_1311.jpg,In what manner does he use a laptop?,He types on a laptop.,,,,,
Image_1311.jpg,Does he exhibit relaxation while typing?,"Yes, he exhibits relaxation.",,,,,
Image_1319.jpg,What action does she take with a phone?,She scrolls on a phone.,,,,,
Image_1319.jpg,How does she appear emotionally while scrolling?,She appears cheerful and focused.,,,,,
Image_1321.jpg,Does he engage in sipping coffee?,"Yes, he sips coffee while calling.",,,,,
Image_1321.jpg,In what way does he reflect happiness?,He reflects happiness warmly.,,,,,
Image_1327.jpg,Can she be seen making a phone call?,"Yes, she makes a phone call.",,,,,
Image_1327.jpg,What emotion does she display while calling?,She displays joyful engagement.,,,,,
Image_1346.jpg,What action does she take with a phone?,She makes a phone call.,,,,,
Image_1346.jpg,Does she exhibit happiness while calling?,"Yes, she exhibits happiness.",,,,,
Image_1347.jpg,What action is she carrying out with a laptop?,She types on a laptop.,,,,,
Image_1347.jpg,Does she exhibit focus while typing?,"Yes, she exhibits focus.",,,,,
Image_1351.jpg,Does she engage in drinking coffee?,"Yes, she drinks coffee.",,,,,
Image_1351.jpg,How strongly does she convey contentment?,She conveys contentment softly.,,,,,
Image_1353.jpg,Is she performing sipping water?,"Yes, she sips water.",,,,,
Image_1353.jpg,In what way does she look refreshed?,She looks refreshed calmly.,,,,,
Image_1356.jpg,What action does he take with water?,He drinks water while watching football .,,,,,
Image_1356.jpg,Does he exhibit refreshment while drinking?,"Yes, he exhibits refreshment.",,,,,
Image_1373.jpg,Does he make a phone call while standing?,"Yes, he makes a phone call while standing.",,,,,
Image_1373.jpg,How strongly does he convey happiness?,He conveys happiness brightly.,,,,,
Image_1381.jpg,What action does he take with a phone?,He scrolls on a phone.,,,,,
Image_1381.jpg,In what way does he reflect focus?,He reflects focus intently.,,,,,
Image_1391.jpg,In what manner does she use a laptop?,She types on a laptop.,,,,,
Image_1391.jpg,Does she exhibit relaxation while typing?,"Yes, she exhibits relaxation.",,,,,
Image_1402.jpg,What action is she carrying out with a laptop?,She types on a laptop.,,,,,
Image_1402.jpg,How does she appear emotionally while typing?,She appears content and focused.,,,,,
Image_1404.jpg,Can he be seen making a phone call?,"Yes, he makes a phone call.",,,,,
Image_1404.jpg,What emotion does he display while calling?,He displays thoughtful concern.,,,,,
Image_1412.jpg,Does she listen with headphones while standing?,"Yes, she listens with headphones standing.",,,,,
Image_1412.jpg,In what way does she reflect happiness?,She reflects happiness cheerfully.,,,,,
Image_1423.jpg,What action does he take with a phone?,He makes a phone call.,,,,,
Image_1423.jpg,Does he exhibit boredom while calling?,"No, he exhibits excitement.",,,,,
Image_1435.jpg,Is he typing on a laptop while sitting?,"Yes, he types on a laptop while sitting.",,,,,
Image_1435.jpg,How strongly does he convey focus?,He conveys focus steadily.,,,,,
Image_1439.jpg,What action does she take while sitting?,She sips wine while sitting.,,,,,
Image_1439.jpg,Does she exhibit sadness while sipping?,"No, she exhibits festive joy.",,,,,
Image_1440.jpg,In what manner does she use a laptop?,She points at a laptop.,,,,,
Image_1440.jpg,Does she exhibit curiosity while pointing?,"Yes, she exhibits curiosity.",,,,,
Image_1463.jpg,Does he type on a laptop while sitting?,"Yes, he types on a laptop while sitting.",,,,,
Image_1463.jpg,How strongly does he convey boredom?,He conveys boredom noticeably.,,,,,
Image_1473.jpg,What action does he take with headphones?,He listens with headphones.,,,,,
Image_1473.jpg,In what way does he reflect focus?,He reflects focus intently.,,,,,
Image_1489.jpg,In what manner does he move with headphones?,He dances with headphones.,,,,,
Image_1489.jpg,Does he exhibit happiness while dancing?,"Yes, he exhibits happiness.",,,,,
Image_1492.jpg,What action does he take with headphones?,He listens with headphones.,,,,,
Image_1492.jpg,How strongly does he convey peace?,He conveys peace softly.,,,,,
Image_1496.jpg,Can she be seen writing with a pen?,"Yes, she writes with a pen.",,,,,
Image_1496.jpg,What emotion does she display while writing?,She displays calm focus.,,,,,
Image_1500.jpg,Does he scroll on a phone while walking?,"Yes, he scrolls on a phone walking.",,,,,
Image_1500.jpg,In what way does he reflect focus?,He reflects focus quietly.,,,,,
Image_1519.jpg,What action is he carrying out with a phone?,He makes a phone call.,,,,,
Image_1519.jpg,Does he exhibit boredom while calling?,"No, he exhibits happiness.",,,,,
Image_1523.jpg,What action does she take with shopping bags?,She holds shopping bags.,,,,,
Image_1523.jpg,How does she appear emotionally while holding?,She appears focused and calm.,,,,,
Image_1530.jpg,Does he listen with headphones while standing?,"Yes, he listens with headphones while standing.",,,,,
Image_1530.jpg,What emotion does he display while listening?,He displays joyful contentment.,,,,,
Image_1531.jpg,In what manner does he use a phone?,He scrolls on a phone.,,,,,
Image_1531.jpg,Does he exhibit distraction while scrolling?,"No, he exhibits relaxed focus.",,,,,
Image_1537.jpg,Does she type on a laptop while lying?,"Yes, she types on a laptop lying.",,,,,
Image_1537.jpg,How strongly does she convey focus?,She conveys focus intently.,,,,,
Image_1549.jpg,What action does she take with a phone?,She makes a phone call.,,,,,
Image_1549.jpg,In what way does she reflect focus?,She reflects focus quietly.,,,,,
Image_1573.jpg,In what manner does she use a phone?,She points at a phone.,,,,,
Image_1573.jpg,Does she exhibit happiness while pointing?,"Yes, she exhibits happiness.",,,,,
Image_1583.jpg,What action is he carrying out with a laptop?,He holds a laptop while calling.,,,,,
Image_1583.jpg,How does he appear emotionally while holding?,He appears cheerful and relaxed.,,,,,
Image_1586.jpg,Can he be seen drinking from a bottle?,"Yes, he drinks from a bottle.",,,,,
Image_1586.jpg,What emotion does he display while drinking?,He displays refreshed satisfaction.,,,,,
Image_1592.jpg,Does he type on a laptop while sitting?,"Yes, he types on a laptop sitting.",,,,,
Image_1592.jpg,In what way does he reflect contentment?,He reflects contentment warmly.,,,,,
Image_1596.jpg,What action does she take with a laptop?,She makes an okay sign.,,,,,
Image_1596.jpg,Does she exhibit boredom while gesturing?,"No, she exhibits happiness.",,,,,
Image_1597.jpg,In what manner does he use headphones?,He listens with headphones.,,,,,
Image_1597.jpg,How strongly does he convey joy?,He conveys joy brightly.,,,,,
Image_1607.jpg,Does he use a laptop while sitting?,"No, he rests his head.",,,,,
Image_1607.jpg,What emotion does he display while resting?,He displays bored tiredness.,,,,,
Image_1608.jpg,What action does he take with earphones?,He listens with earphones.,,,,,
Image_1608.jpg,Does he exhibit focus while listening?,"No, he exhibits relaxed calmness.",,,,,
Image_1610.jpg,Does he drink from a bottle while standing?,"Yes, he drinks from a bottle while standing.",,,,,
Image_1610.jpg,How strongly does he convey refreshment?,He conveys refreshment clearly.,,,,,
Image_1611.jpg,What action does he take with headphones?,He dances with headphones.,,,,,
Image_1611.jpg,In what way does he reflect joy?,He reflects joy energetically.,,,,,
Image_1615.jpg,In what manner does he drink from a can?,He sips from a can.,,,,,
Image_1615.jpg,Does he exhibit satisfaction while sipping?,"Yes, he exhibits satisfaction.",,,,,
Image_1616.jpg,What action does he take with headphones?,He listens with headphones.,,,,,
Image_1616.jpg,How strongly does he convey peace?,He conveys peace softly.,,,,,
Image_1625.jpg,Does she type on a laptop while sitting?,"Yes, she types on a laptop sitting.",,,,,
Image_1625.jpg,In what way does she reflect excitement?,She reflects excitement brightly.,,,,,
Image_1629.jpg,Can he be seen listening with headphones?,"Yes, he listens with headphones.",,,,,
Image_1629.jpg,What emotion does he display while listening?,He displays serene focus.,,,,,
Image_1630.jpg,In what manner does she use a laptop?,She types on a laptop.,,,,,
Image_1630.jpg,How strongly does she convey focus?,She conveys focus steadily.,,,,,
Image_1642.jpg,Does he scroll on a phone while standing?,"Yes, he scroll on a phone while standing.",,,,,
Image_1642.jpg,What emotion does he display while holding?,He displays relaxed contentment.,,,,,
Image_1646.jpg,Does she drink from a bottle while stading?,"Yes, she drinks from a bottle while standing.",,,,,
Image_1646.jpg,In what way does she reflect refreshment?,She reflects refreshment calmly.,,,,,
Image_1652.jpg,What action does she take with a laptop?,She writes on a paper while looking at her laptop.,,,,,
Image_1652.jpg,Does she exhibit distraction while writing?,"No, she exhibits deep concentration.",,,,,
Image_1656.jpg,What action does he take with headphones?,He listens with headphones.,,,,,
Image_1656.jpg,In what way does he reflect calm?,He reflects calm peacefully.,,,,,
Image_1657.jpg,In what manner does she use headphones?,She listens with headphones.,,,,,
Image_1657.jpg,Does she exhibit happiness while listening?,"Yes, she exhibits happiness.",,,,,
Image_1659.jpg,What action is she carrying out with a glass?,She sips from a glass.,,,,,
Image_1659.jpg,How does she appear emotionally while sipping?,She appears thoughtful and quiet.,,,,,
Image_1662.jpg,Can he be seen drinking from a bottle?,"Yes, he drinks from a bottle.",,,,,
Image_1662.jpg,What emotion does he display while drinking?,He displays refreshed joy.,,,,,
Image_1667.jpg,Does he listen with headphones while standing?,"Yes, he listens with headphones standing.",,,,,
Image_1667.jpg,In what way does he reflect peace?,He reflects peace gently.,,,,,
Image_1669.jpg,In what manner does he use a phone?,He holds a phone while listening to music.,,,,,
Image_1669.jpg,How strongly does he convey happiness?,He conveys happiness brightly.,,,,,
Image_1678.jpg,Does he listen with headphones while standing?,"Yes, he listens with headphones while standing.",,,,,
Image_1678.jpg,In what way does he reflect peace?,He reflects peace gently.,,,,,
Image_1685.jpg,What action does she take with a phone?,She texts on a phone.,,,,,
